,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,TBATS
BTC,"[46.83641099521397, -43.71632632995616, 9.36063794837417, -38.894205524233215, -4.0808334207472114]","[-94.59566313793222, -43.85430864345344, 21.455506204388307, -31.225838499404805, -45.155415557949894]","[-81.52592817772472, -51.09867169850205, 20.994363193834232, -27.019584631624028, -22.57734230296729]","[-293.87086880849506, 45.10480592800613, -37.76688144379428, 35.687481293646606, 37.735587892321]","[-5396280.596129105, -12461.70355070913, -13954.762496678652, -2772.2446075847324, -73949.89855978616]","[-807.9872596818717, -184.25833455898925, -776.8505552168671, -78.63921010531422, -721.5160234806061]","[18.523042170788358, -87.62442375212004, 24.0365801862297, 0.561011648188931, -196.0460967979583]","[-1154.337425428835, -151.25362724478316, -2612.275649917519, -199.33900753692367, -1030.243996454167]","[-13871.597534716177, -2777.20062806366, -956.0962419407961, -5115.905533746589, -14341.719504226523]","[-974.8867067162778, -26509.008591014957, -201.41869783808605, -201.82732653911165, -3401.548571830588]","[-25065.986405060405, -26253.591837243737, -49397.74821310404, -90409.6864538097, -1585787.4633963548]","[24.044771069690743, 29.075988572603855, 26.736084082125355, -1.3958382819562611, 55.971860953418584]"
ETH,"[-3.10395874568775, -21.91127736144117, -233.0771441326875, -31.65379677620513, -7.762733331548937]","[-8.15786691539081, -29.374869105910317, -172.37926056376827, -26.254596539470775, -40.170959088289905]","[-6.29071968990162, -36.60503804791835, -119.62878746407688, -28.30184849027098, 11.441223418255985]","[-107.45688491700093, -10.834637489560176, 2.5989321713472116, 43.380748711526, 5.936269214631375]","[-33449.637520358556, -125370.86242969465, -46041.443869054856, -4051.566175872601, -34946.41295694454]","[-115.12439648050888, -106.75725905038237, -450.9269433347288, -397.9417467732703, -33.95699261413154]","[-84.17723574844695, -5094.58570634881, -635.3992935359398, -1004.8781008950928, -6492.040403978179]","[-372.3722107466845, -289.5143754657632, -1380.6645877996796, 5.788301348036478, -2568.0811644157147]","[-304.88561222876655, 22.495926881808337, -698.2485528518533, -2246.4036098027073, -1354.966055416731]","[-237.87842593893757, -423.91673718660144, -1002.4775677574688, -635.8189909728216, -12018.802619312837]","[-145398.37763201699, -6568.5796700725905, -36450.807389482834, -366629.9436867357, -1697047.2705598534]","[-12.057673846603118, 24.8483614688085, -40.8427301434337, 15.543547286727788, -47.23268441761636]"
BNB,"[-61.25128060735066, -36.37540576922719, 6.879840170666577, -113.9180338385578, -21.44171100757016]","[-105.586849397647, -50.530223021371654, -91.27661512382927, -13.745438977211858, 0.6825723856419375]","[-94.51661724300834, -60.88671006001019, -87.38951193184366, -13.68668282103763, 1.300835747772144]","[-234.60305584766422, -83.88086696653477, 16.632897541739965, 35.469285499743386, -11.736286157424136]","[-51677.24571969453, -31862.953974233995, -5504172.692263926, -32041.745931783065, -104832.16414563205]","[-48648.64288060713, -23614.5562595048, -14771.761573892823, -5995.464081200464, -2952.075849705349]","[-245.18911530358824, -15.597170727312164, -339.6102290903521, 15.611429950112251, -0.32654874366773773]","[-137.35233145406883, -210.22775058442832, -1057.7081328695053, -399.59259201567176, -887.6860317105326]","[-636.2711182615519, -512.027725491703, -5702.142775376644, -5.290323800957811, -9936.124798768138]","[-1831.4221392854834, -2362.2837150977703, -2366.5510861187868, -916.7192101374807, -690.8128005497159]","[-8254.013492980972, -1767.3860787231608, -9508.720195178203, -9987.752533408488, -36630.73440394146]","[-25.16405316967443, -5.581562536857641, -27.574156833213472, 36.970603950257235, -17.10041927158069]"
XRP,"[-90.0126283383047, -154.38901112256582, -73.27849868540308, -168.08142054568714, -114.9842277072993]","[-155.17294173222447, -77.24151638591243, -83.15236990603506, -112.47870615775248, 45.45889831436718]","[-151.59127226607046, -90.85823021799234, -82.63348125337484, -106.89763194577722, 44.284902146510504]","[0.5231733796206963, -22.68717161135765, 43.54560982704637, 4.3771756768110865, 24.50330288704917]","[-27563358.01935492, -4279.372490109651, -24320.953119033675, -25627.324398898236, -47720.857936110915]","[-534.6230397754402, -47.562467981796146, -46.52983583500683, -146.67189760754098, -283.12936177328135]","[-244.30826423945337, -79.2556222298201, -240.07356966502633, -301.8565549812442, -281.61384474386983]","[-144.55029426244403, -47.749048470665095, -928.0896503410123, -5564.274634803451, -6295.439784930388]","[-4441.411471433135, -4369.7755520691435, -389.7145765906425, -197.94339360488712, -2444.035839278437]","[-1464.0622368814877, -2562.671904132397, -1644.729989896501, -1335.606338758796, -1635.673744999337]","[-2522.9034529310443, -231.2645881470393, -2001.3046571964378, -1092.6060620870849, -703.2066561187903]","[13.289601133001023, 12.797821967524495, -8.542197556654829, 0.798727018611437, 29.513989490248214]"
ADA,"[34.01337535593598, 38.29483486096083, -154.55168782341423, -61.88047096964359, 9.791998577996749]","[10.343708774357207, 26.99167027935489, -109.88964210916822, -55.617099653830316, 3.32622831759405]","[23.43166373656197, 23.164407107088376, -146.12619119124207, -58.969532447184456, -31.58621326621116]","[30.373680616182913, 69.47073564031608, -99.37027860526108, 39.014260030239825, -138.25819712529415]","[-95264.56818707418, -17584056.01404556, -7729527.678714816, -1587.82094087546, -33509.265322253574]","[-303.8436287131499, 36.22217414531661, -262.83552493648233, -35.55304635322614, -1766.4945219249728]","[-9.456290729962493, 15.048741949198671, -460.81432182393576, 17.928557151059728, -416.7935882393898]","[-383.87307949448586, -303.3575931963716, -2096.46730273525, -218.88411542771794, -2502.7517461931807]","[-847.9158879080277, -1476.7284331734413, -803.1323801767077, -2895.4856724423325, -290.08503353385936]","[-342.25079041061053, -423.5741098265183, -533.6693692986627, -800.2417499391529, -1486.1071183304657]","[-809.55319906904, -17656.093663714124, -23073.249424317997, -10985.22625852108, -7889.091239135071]","[27.900943590464344, 27.01793069750736, -123.56977259558764, 1.056515509964383, -44.712894843714395]"
DOGE,"[-62.04305104120614, -103.79195202701264, 34.61408095697537, 16.42966605145051, -55.70082027381119]","[-31.978566061907753, -7.47827075922708, 45.25131296611546, -8.9382393911285, 14.077334669587547]","[-42.72213371044795, -22.13734792243151, 45.72014991489468, -7.687104558947136, 25.567686183578164]","[-5.374598402347366, 24.264100706940777, -71.11712433275882, 34.13016477175444, -32.28251668436036]","[-17611.247054683474, -1338.1345000535048, -11844.630918146568, -3606.8397721659367, -43871.80584920794]","[-1453.1691341673238, -76.32525144274108, -4.3942557287014195, 49.504058277280244, -634.4798621590651]","[-1328.306230506681, -647.8011565312319, -362.4213928299877, -81.81220869104094, -387.21320097140705]","[-726.5410435227786, -194.5697247956695, 14.431166787459631, -50.73535805218378, -111.85964516356873]","[-17443.931943810494, -828.1060131845724, -19593.471870073357, -4832.250435025459, -16884.49301775576]","[-3125.9624046243466, -780.2729190518118, -3601.2148744402025, -286.9657127377944, -5685.903500124393]","[-11258.903598062103, -4615.463213767846, -12351.655438841834, -960.1706829291237, -3564.723859488381]","[-16.25187235508723, 34.993658532675504, 32.358151836596356, 7.954539024161853, 17.174017269543313]"
MATIC,"[-22.5514956416868, -20.67275977478847, -12.729885195819193, -0.501052562169592, -60.088128042637024]","[-144.91611874069702, 10.380881580506074, -51.73984156035155, 4.484968331724326, 64.1668429901714]","[-129.80965596646024, 8.687187079221323, -25.642313817562794, 5.517810745533333, 51.12160008896636]","[-311.28109983810765, -296.5768711813267, -36.34781422216198, 49.14510748064073, 74.59503515327725]","[-49573.85570836035, -44618.02186791699, -168755.947524386, -189309.5492061748, -3593.2564356623025]","[-313.3150950008338, -287.11503469925026, -8953.815813807874, -23238.189548761588, -7113.238695806556]","[-2488.0117583972938, -673.8873829931326, -212.99904529285337, -42.8710661796137, -521.8454623065592]","[-205.30165781372142, -53.868440158436634, -1979.451403772241, -41.167175207875964, -11.666496634456053]","[-2993.673947708055, -1063.6612924683304, 10.12445508200283, 44.99317306350861, -577.0298747665577]","[-1372.0650833733343, -3813.696336940763, -1569.8976362490428, -327.6358637341019, -1241.2696112467886]","[-3837.6365061305023, -53470.41225181283, -32756.090338859667, -541453.5658810142, -29888.52670231084]","[-71.23973591643632, -40.516371366322296, 5.021416418033526, 27.527821341296754, 50.68262788514738]"
LINK,"[-59.31639658892468, -44.680808467178196, -41.36171401112133, -70.73448426201485, 14.85456434267434]","[-37.684669124476834, -33.34919351993906, -124.68753145747391, -42.31993628099261, 12.229481890928756]","[-36.46931623637404, -20.513080035514573, -84.87881821218272, -41.50063860363807, 49.34010944033923]","[22.762659472459728, -25.861814077764517, 30.339776159670244, 33.55164726787244, 30.589236154795234]","[-442618.8113562608, -5688.057402805352, -10818105.573091572, -9285.112716186479, -131179.559411738]","[-507.519140733091, -910.5642472027871, -1141.5471360113374, -2.2912087046001774, -1313.21265184099]","[-963.2205973219403, -672.6336144535799, -33.34914470709121, 42.50078662116152, -211.58856753411203]","[-83.42349132290111, -305.1858499228617, -202.18007282214342, -196.04454215049856, -1022.397549054376]","[-22.33516283620758, -62.34542414097169, 0.6858202883605723, 38.87698432171349, -2402.8436992622173]","[-12842.304901610123, -493.6358604884521, -1243.4232759832091, -85.90008494279418, -24421.48615861186]","[-5269.227703128319, -2404.5405662638314, -3362.638635736933, -6086.918530973115, -18450.896408354667]","[18.159127087946903, 3.345522447054943, 1.926873877249755, 17.528629905905298, 13.282097775255844]"
ETC,"[-60.896035494265256, -43.755756091075106, 17.73817332724035, -138.62350795846078, -154.9747886204235]","[-103.36920142650179, -16.188470668946593, -8.339937318215789, 3.0962674127227703, -61.40478989526126]","[-87.07453067595947, -7.591011853745454, -3.507208533025599, -3.5636621083576006, -23.672943310428842]","[-361.0842713328319, 19.253448435009528, -5.983359333761832, 54.2567053118563, -16.04745018153641]","[-30549.891023698838, -8223.344493354922, -4652.840832872885, -3237.6422691311673, -44704.78085662336]","[-149.42338035290624, -139.86911144696785, -416.8674231904793, -51.23916937635803, -65.31530182201108]","[-186.357836925457, -947.2019989148299, -609.9557249395842, -193.56275508328957, -2113.9850241301865]","[-47.069077967792055, -3660.4982992947093, -87.02036827519362, -1045.2760076523628, -1296.1612275402408]","[10.906060916143536, -759.7884548707297, -467.60240846543553, -65.33297295110243, -3580.2647069216923]","[-2041.8589844900534, -1244.2851012760714, -471.03472663145806, -619.231837550144, -744.4041239571553]","[-6078.901679267851, -12511.051166448056, -5208.779684154022, -665.9566764820736, -6748.871009241275]","[2.2303182710666936, -6.823086585046869, 12.09624547355022, 31.522360484923652, -44.82481132761276]"
XLM,"[17.62493879936859, -105.1567669977154, 14.50215803036598, -87.90298182622284, 49.23242065927227]","[-51.864163996930046, 3.404615175603249, -34.05387080584294, 6.612198044516436, 65.07020834230359]","[-47.02159721384624, -3.7452869867487375, -3.0006844120900196, 4.279192440211899, 58.730242936877296]","[29.6669312888192, 29.232286998745376, 56.497027333865816, 50.88456458689098, 59.85183907733954]","[-6029.630011667049, -1815.6623321525178, -20840.643802213883, -10423.619431776566, -8418.848186893047]","[-2966.448540128762, -1424.215984964885, 20.84645028892794, -50.62033994252525, -493.3408875886687]","[69.45399289244328, 6.164465905000297, -31.04919590948337, 28.298097229325865, -592.768142259735]","[-13828.194610387365, -136.07571779644596, -265.5695710631176, -3745.119525798557, -272.75812594621465]","[-1034.9215824020048, -578.3122827035602, -1057.73515686388, -1101.1022515878115, -3671.2521105286405]","[-1053.0499665282869, -5848.000982120937, -1020.6286069825682, -430.5812139316488, -655.8684216834315]","[-914.3556967257192, -3338.869153967868, -3281.5118107751723, -1492.542595145197, 42.272510769495625]","[28.97439007046077, 30.69521948768298, -26.239106853597853, 29.572033197888004, 30.459745239199552]"
LTC,"[-64.85498068209594, 15.774723433879846, -75.0498652390288, -115.77955164574298, 4.0937488209177735]","[-77.54542287960113, 59.18411878280572, -105.27831607580163, -64.49837472790999, 38.02089068151672]","[-78.67208884235836, 64.53715853411214, -109.33425076183116, -63.38264521588749, 46.93274513492935]","[-48.471949501791045, -4.5071474263610645, -3.821470842439536, 20.90508488016863, -1.9168907282958034]","[-8580.225460835163, -14106.9183522182, -38876.053726143, -9862.61163591214, -24495.660946002947]","[-227.7551320938402, 5.692849990230873, -478.2625393929064, 0.5703699275809879, -765.6362175498025]","[-451.53710139135825, -424.9461008903662, -3873.3194473637127, 14.495684586152564, -22.12253906229911]","[-111.8333241174623, -165.72751130998432, -625.2381727279375, -637.0481594078547, 53.5093446912376]","[-506.6276926471894, -736.6905053252015, -1539.5050027620216, -1918.561317617911, -412.7709296411914]","[-898.607167934876, -297.1367722935533, -727.3859805738292, -4999.371697963866, -32.98774673028538]","[-1115.3259420241866, -5.211827937423564, -0.6859798039299031, -895.1116203998674, -2008.1028925170212]","[20.533121358713586, -1.5811162136794814, -8.526190803312065, 5.802490670531826, 44.675631020850396]"
TRX,"[-157.33716775317225, -33.22216871439896, -89.28155933374914, -37.10087682042389, -35.672958042514146]","[-113.43087615675257, -3.828820271237818, -72.85879742032563, -5.626658142233155, -198.8913381740776]","[-147.6202979607077, 4.586770941014669, -51.0100946921155, -14.395709032365675, -93.45010630438996]","[-87.8893834471053, -107.47990755518913, 37.51387496458681, 9.90782490584702, -94.73484213509735]","[-31046.00104786419, -34611.64932633012, -12755.10225033325, -131857.3372504291, -21638.62646149136]","[8.324743028280176, -40.62575291337143, -72.0899857250076, -62.34188970180333, -109.69050126303148]","[-923.8419667755414, -566.0707429085068, -337.5388311255502, -441.99963168663993, -1682.1339324389396]","[-2102.2976400956563, -6613.9467806390885, -1901.4988070103993, -2023.530660814601, -7764.60109675414]","[-274.08010466500633, -14835.30499820048, 10.768870599733697, -2504.256140144277, -15080.49489384504]","[-3886.956440727495, -9783.135206168736, -9407.523190997104, -1304.6518842814999, -1973.8747650036037]","[-6952.136148861038, -19206.284398678778, -19747.66042032138, -14644.403495906121, -14151.454643221328]","[58.475320008334755, -35.703529366453694, 19.34352096606478, 27.475423238469148, -134.62437338927822]"
ATOM,"[43.81769571918628, -114.51473046281026, -46.54653425061503, 17.682748232099595, -35.31839987738206]","[-13.441740681814537, -13.833647198320879, -70.91176233395221, 13.224334263516843, -70.51905536376653]","[8.405189592003026, -26.3292530084207, -74.34809010540931, 13.62013403626551, -72.03109766671506]","[-35.85693984339332, 17.15160226211806, 42.851680643391994, 39.90253512071193, 47.29677236325489]","[-31226.37339717394, -612.7678723040717, -20301.259212848865, -737.4753925497154, -5371.8517952279835]","[-169.8518244643819, -173.8501019500864, 20.758850693933255, -133.3122641343542, -143.17791603273827]","[-235.90157674614417, -3.765323407531257, -1013.8158013466034, -383.56853670787604, -414.0082767875765]","[-355.9367581706824, -36.766156982928514, -594.7404026352607, -557.3149088933278, -556.8768222026022]","[-769.5796596219727, -665.6453428172948, -423.260415015722, -427.7836958250866, -2504.795867542875]","[-3467.0757251812647, -925.7249523042952, -1046.228934717707, -201.15827286381568, -445.9673077688377]","[-22.646679409043603, 25.730393524471484, -46.54350252798544, -160.37160998490396, -145.76000128346567]","[29.30796499548417, -7.502811914648235, 35.59071963460745, 42.598992557574995, -16.327403078818346]"
XMR,"[-354.50925663167527, -63.93577221758876, 25.58127501529355, 38.70537885779297, -181.2592047330641]","[-137.7190962107701, -14.897067268348863, 64.33655242096602, 44.31686897156553, 2.0945815058935877]","[-135.31194348812306, -14.055928095025658, 64.56714616944504, 43.14624872641487, 13.510416319468229]","[-298.717619011213, -7.832873573660487, 25.151717797228063, 53.11297322955152, -33.9290842850771]","[-46249.75442375681, -3596.552567177877, -13170.605852658386, -2338.4300329200796, -6039.152367074102]","[-3017.9574605896346, -4839.85498508672, -422.03137908932933, -1880.2310258666719, -1337.31554442327]","[-9177.009006357739, -622.0984749831553, -343.00409712307794, 73.43750556336987, -3578.223404023518]","[-1188.374653056637, -98.57929009830649, -341.7821409888929, -369.025213780887, -220.49531379370995]","[-22754.15665719736, -4932.348554781661, -12481.656590609524, -637.6474250226119, -126.98445747341323]","[-5055.352283369612, -2801.533840898311, -598.7923331863844, -357.81467962485385, -73135.29799876032]","[-12971.443269162683, -27444.380731960104, -420.96732848720393, -3901.8977489848394, -14089.303574415846]","[6.539692269218545, 9.248997594843534, 45.496174771127365, 38.64896418357737, -24.10879182290652]"
VET,"[4.5723890788088, 6.2661176647475045, -15.954037775780808, -53.42549183090247, -28.19591157595884]","[3.515670035817692, 6.614481901887959, -14.402840885938776, 16.436337575830102, -96.79655574165756]","[3.7953512086079235, -8.894882483396453, -20.093726019089733, 8.90900566181551, -69.54497935231616]","[-261.05870029207244, -124.07032593327021, -48.97502254673839, 49.764906142511386, -23.155548885169544]","[-8013.325772679616, -29011.204486618157, -13300.03940898691, -6733.245337565257, -75375.85652661364]","[-112.99929692924404, -11.018590072107761, -763.8018492071529, -184.37017537204846, -403.04330039999644]","[-1558.8213270926283, -433.2126139452664, -2100.313837844325, -94.95105435352264, -2247.2178342183897]","[-42.4299704672275, -554.6190222734309, -2535.5245791720054, -2254.2806228881027, -1053.3808147902841]","[-6364.172277289138, -419.2092659380071, -5216.846649911725, -48750.756052720564, -14343.41053134029]","[-400.8414209467703, -1275.773747339844, -72.46625552665358, -6887.14388349558, -409.23623958172834]","[-18756.824953038555, -21458.058323804507, -18613.59648824106, -6216.619354458307, -63356.70698398859]","[-76.569841322362, -89.22166247735423, 28.883856316594876, 45.90218544665543, -75.61594711951031]"
ALGO,"[-259.93387391241396, -146.493925761756, -82.62861186964989, -25.46962674260882, -52.41818698488326]","[-214.82070132995764, -48.578393319899185, -159.7747330214201, -25.887677754982736, 26.197309537633355]","[-219.65510495945685, -49.19117459799965, -155.08571452257868, -26.26303941442974, 23.72988412938207]","[-96.59162129087335, 34.59838874829353, 12.387535245472652, 43.58328841556596, 64.50901715596984]","[-2396.8295385168835, -3430.662199389786, -4800.037487782006, -1960.1144079400772, -1176.9203003073158]","[-1687.5004184602903, -39.190400978764885, -1609.0502168918206, -355.61046179231283, 48.227164080300646]","[-252.25712312248177, -106.90667637493291, -40.61209781765059, -124.5114192845633, 69.50657961849855]","[-255.18082330242316, -33.919832864438355, -240.48594599723296, -605.4762960594825, -70.64536923056694]","[-8819.323406652422, -424.43878739881, -679.4413582364873, -82.642460097616, -83.11819105656335]","[-490.98190410264505, -376.8490651222038, -1957.4480660083061, -243.35806155775086, -3657.3055810202204]","[-8705.638931251357, -2634.2065299920896, -3174.888078361666, -386.6723896175253, -894.8411291572203]","[24.181153961928896, 26.834316910465404, -55.47930701464333, 10.532339265311082, 53.87396301330073]"
EOS,"[-148.50044795120078, -155.08604248055624, -183.76152441848905, -131.28598241445343, 5.046927734168396]","[-153.4419300174349, 5.493966513572148, -90.91887230048752, 19.723641715643026, -1.2213620888627634]","[-156.91056800060886, 9.359040297308322, -92.1114421153432, 20.88797033714188, -4.253130808316379]","[26.749597696448426, -133.59474109938012, 33.60833224490501, 70.92014354631519, 11.158316074228928]","[-657.5850259086175, -2181.803180725761, -12460.07084002139, -1252.8989632419807, -3928.1829904902993]","[-162.47185908041908, -6101.178477481812, 4.326411216957655, 31.01485729956957, -7907.5663967564]","[-291.27890160773575, -94.0431545774647, -154.62753844644405, 72.86159317693354, -85.87361062147558]","[-1240.2509109986122, -661.109490653177, -813.1430906529131, -172.3529563216433, -433.8120310131239]","[-3393.002110808656, -308.41288412026597, -1204.3989996150262, -84.59716168771737, -23370.08483702355]","[-1946.1996122135506, -3795.3476816536613, -42607.27924723964, -833.9771512268154, -1679.0754283405197]","[-8153.290800022051, -20940.702449874017, -19614.79241834486, -381.66008503774265, -17747.11902700324]","[8.02089160715869, 14.406184984294592, 11.070169977434707, 25.271254239940454, 2.370252870969686]"
CHZ,"[34.39051998849476, -70.9852869993559, -104.38231594345051, -59.06120497428818, -73.36036467035392]","[-40.057313168536275, -2.9920197529722725, -89.10113503471209, -16.49644385819788, -0.4393193355729565]","[-20.204607441327266, -7.3947944489870725, -80.84528122255821, -22.184965210727615, -1.5531989074362307]","[3.4749359681948566, -92.15996284211678, 50.91713220156006, 14.160281368346753, 30.49352980182123]","[-7114.3161949845, -9818.914084590171, -12116.04419340147, -6911.545012883008, -72173.04113834068]","[-1411.1035522403736, -498.41827442246756, -702.853703935111, -527.025195571868, -531.4423589203275]","[-341.9826265888752, 5.089797403042147, 26.906817337595296, -153.16931275821156, 31.157726673635267]","[-374.76940156708093, -462.9157744063336, -108.90995926798404, 4.071126042723409, -535.1662689616182]","[-406.12052179288804, -501.52591030837135, -346.9217989278485, -1033.9979282901004, -502.52779015902036]","[-2578.477791055858, -521.6260798867614, -7555.902608420044, -797.3570687457907, -13520.349720799999]","[-10676.253594691147, -4462.28663329992, -14256.068969837457, -6761.072785273952, -29582.04166226179]","[20.376336518965683, -60.71078359207569, 9.448155908637398, 14.79413061792117, 24.28195538332042]"
IOTA,"[-30.950990173144522, -36.020146163090416, -84.0482282559899, -71.47911655595676, -2.472839649227962]","[-74.15352637824529, 27.428850388703907, -40.99351839262753, -26.99354791699121, 25.108550242541323]","[-50.81832697077694, 7.776279854971077, -35.986683281059875, -26.254789365688495, 15.577395002834127]","[-35.2072196635487, 0.2654699460383615, 15.425467103994531, 28.277754941897058, 65.00184051573747]","[-5039.188612161419, -2599.7488287884366, -2522.4517360300856, -2608.7926205240874, -2221.3012392766]","[-1889.008026881174, -220.01088294282502, -1379.4616622022493, -273.25829063860755, -93.09808019175159]","[-378.312579229413, 39.82993222439936, -79.60979643970902, -223.69135708243442, 46.649520405341335]","[-155.99506181529267, -99.15147664779217, 3.040679532149344, -22.14474147904043, -66.44534395496945]","[-2513.0442869829494, -108.05230496875518, 21.499931884132696, 24.580668005794898, 14.96030148994943]","[-2906.816641856702, -1299.8738617642616, -466.07371677316485, -43.59729345360847, -478.95691553721093]","[-6736.413773349757, -2554.995592827148, -4463.618485649434, -2169.3706158299165, -3595.9509938486563]","[62.115077577161635, 42.58761177987344, -4.877309172189456, 19.168738647413118, 40.05570418739898]"
NEO,"[-47.99323176561529, 36.594572650124725, -134.35907936321843, -72.82386535996447, -13.068317824883694]","[-37.23330268708514, 31.27324531029195, -125.35144596694442, -25.05531807346705, -2.9739868161297136]","[-34.05961480209754, 9.051361734571094, -127.17994723590793, -22.47122798379805, 6.76688962130978]","[35.72067511170051, 44.11282650492011, -26.025992159331214, 36.76456040678212, -173.46164121444673]","[-409.0010422002577, -10296.02676452275, -5355.144743589753, -3624.7489682323376, -132519.45039525197]","[-5300.06622687215, -1411.8663494885682, -3043.705811103997, -1403.9592072695261, -9346.4792776637]","[-225.30469536136502, 47.6889740381883, -516.3980911927456, -17.385208756069602, -42.534269388464416]","[-20.850704995579264, -71.34831305860729, -142.3927810099032, -6.406470551575991, -624.1532002986719]","[-1369.6908894374187, -1267.5817601737365, -327.3633342465117, -833.9832818267325, -2499.465974064103]","[-723.6174789516256, -1411.6192940570932, -1856.2830467839706, -111.00854773245075, -3681.122826092624]","[55.21468791341144, -8989.056369063026, -5031.64566736773, -393.8939713983226, -100.07004802636371]","[60.6582227620973, 54.88240489750642, -70.04082748356817, 16.035666248421286, -79.64432571194232]"
XTZ,"[-54.90629508295765, -310.63419933738015, -243.51901717616644, -107.8776967226595, -256.82435624556956]","[-24.920123568648584, 13.712340008944047, -4.06042899550869, 2.5455601132116765, 24.917868187205993]","[-41.86915478893868, 21.356987509511633, 1.8223744282161016, 3.6258589001602908, 24.154596402064797]","[-68.87960156088604, -49.0960764716171, 35.10396939172814, 50.9185043886383, 16.157132894849145]","[-20119.872828760675, -452447.6703236772, -18874.254987124048, -2841.224974267664, -41732.9111717493]","[-91.73516241961718, -2916.7642008385724, -5725.4189344063125, -1334.6651241745892, -4117.0872895322655]","[14.526729832228918, -484.5428866860824, -4103.958509096854, -326.9100020466359, -162.44080265289745]","[-2469.8619097786695, -8730.663331020376, -44.089926862713114, -886.6768269500473, -4295.8700693402125]","[-919.2948470257534, -9556.010609067927, -225.54997962175895, 49.36855141293972, -260.16972147354227]","[-983.5790121695171, -1536.3268316270096, -620.6109143285323, -97.09388812544249, -424.51068249931876]","[-18287.11842986677, -5031.80591669488, -4233.654912186384, -51.84522202682265, -9839.391482280367]","[42.1555138230123, 29.98014867643456, -24.90709516979919, 37.969972079456035, 25.00537148457428]"
